name,ingredients,url,image,cookTime,recipeYield,datePublished,prepTime,description
Apple Pie Recipe,"3 tablespoons all-purpose flour\n1 teaspoon finely grated lemon zest\n1/2 teaspoon ground cinnamon\n1/4 teaspoon ground allspice\n1/8 teaspoon salt\n2/3 cup plus 1 tablespoon sugar\n2 1/2 pounds apples, peeled, cored, and each cut into 10 wedges\n1 tablespoon fresh lemon juice\nBasic Pastry Dough for a double-crust pie (see recipe below)\n1 large egg, lightly beaten, for egg wash\n1 1/4 cups all-purpose flour\n3/4 stick (6 tablespoons) cold unsalted butter, cut into 1/2-inch cubes\n2 tablespoons cold vegetable shortening\n1/4 teaspoon salt\n3-4 tablespoons ice water\n2 1/2 cups all-purpose flour\n1 1/2 sticks (12 tablespoons) cold unsalted butter, cut into 1/2-inch cubes\n1/4 cup cold vegetable shortening\n1/2 teaspoon salt\n4-6 tablespoons ice water",http://www.101cookbooks.com/archives/000122.html,http://www.101cookbooks.com/mt-static/images/food/.jpg,,"Serves 6 to 8\nActive time: 40 minutes\nStart to finish: 5 1/2 hours (includes making dough and cooling)Put a large baking sheet on middle oven rack and preheat oven to 425F.Whisk together flour, zest, cinnamon, allspice, salt, and 2/3 cup sugar in a large bowl. Gently toss with apples and lemon juice.Roll out 1 piece of dough (keep remaining piece chilled) on a lightly floured surface with a lightly floured rolling pin into a 13-inch round. Fit it into a 9-inch pie plate. Trim edge, leaving a 1/2-inch overhang. Refrigerate while you roll out dough for top crust.Roll out remaining piece of dough on lightly floured surface into an 11-inch round.Spoon filling into shell. Cover pie with pastry round and trim with kitchen shears, leaving 1/2-inch overhang. Press edges together, then crimp decoratively. Lightly brush top of pie with egg and sprinkle all over with remaining 1 tablespoon sugar.  With a small sharp knife, cut 3 vents in top crust.Bake Pie on hot baking sheet for 20 minutes. Reduce oven temperature to 375F and continue to bake until crust is golden and filling is bubbling, about 40 minutes more. Cool pie on a rack to warm or room temperature, 2 to 3 hours.Makes enough for a single crust 9-inch pie or a 9- to 11-inch tart, or for a double crust 9-inch pie.\nActive time: 10 minutes\nStart to finish: 1 1/4 hours (includes chilling)For a single crust pie or a tartFor a double-crust pieBlend together flour, butter, shortening, and salt in a bowl with your fingers or a pastry blender (or pulse in a food processor) just until mixture resembles coarse meal with some small (roughly pea sized) lumps of butter. For a single crust pie or tart, drizzle 3 tablespoons ice water evenly over mixture and gently stir with a fork (or pulse) until incorporated.Squeeze a small handful of dough: if it doesn't hold together, ad more ice water 1/2 tablespoon at a time, stirring or pulsing until incorporated. Do not overwork dough or pastry will be tough.Turn dough out onto a work surface. For a single-crust pie or tart, divide into 4 portions; for a double-crust pie, divide into 8 portions. With heel of your hand, smear each portion once or twice in a forward motion to help distribute fat. Gather all dough together, with a pastry scraper if you have one. For single-crust pie or tart, press into a ball, then flatten into a 5-inch disk. For a double-crust pie, divide in half, and then flatten each into a 5-inch disk. If dough is sticky, dust lightly with additional flour. Wrap each disk in plastic wrap and refrigerate until firm, at least one hour.Cook's note: \nThe dough can be refrigerated for up to 1 day.From The Gourmet Cookbook edited by Ruth Reichl (Houghton Mifflin Company, 2004)Print Recipe",10/20/2004,,101 Cookbooks: Apple Pie Recipe
Graham Cracker Recipe,"2 1/2 cups plus 2 tablespoons unbleached pastry flour or unbleached all-purpose flour\n1 cup dark brown sugar, lightly packed\n1 teaspoon baking soda\n3/4 teaspoon kosher salt\n7 tablespoons (3 1/2 ounces) unsalted butter, cut into 1-inch cubes and frozen\n1/3 cup mild-flavored honey, such as clover\n5 tablespoons whole milk\n2 tablespoons pure vanilla extract\n3 tablespoons granulated sugar\n1 teaspoon ground cinnamon\n1 8-ounce package of cream cheese\n2 tablespoons butter, softened\n1 teaspoon pure vanilla extract\n3 cups of powdered sugar, sifted",http://www.101cookbooks.com/archives/000126.html,http://www.101cookbooks.com/mt-static/images/food/.jpg,,,11/10/2004,,"Nancy Silverton's graham cracker recipe - flawless. Made with flour, brown sugar, honey, and butter."
Green Curry with Tofu,"Ingredients for chili paste:\n2 green hot chilies (Thai chilies)\n1 tablespoon chopped shallots\n1 teaspoon chopped galangal \n1/2 teaspoon chopped kaffir lime rind\n1 tablespoon chopped garlic\n1 tablespoon chopped lemongrass\n1 tablespoon chopped krachai\n1/4 teaspoon roasted cumin seeds\n1/4 teaspoon roasted coriander seeds\n1/2 teaspoon salt\nOther ingredients:\n1 cup sliced eggplants\n1/4 cup smaller pea-like eggplants (makheau phuang)\n1/3 cup sliced onion\n70 grams sliced chicken (or firm tofu)\n1 teaspoon sugar\n1 tablespoon fish sauce (or soy sauce for vegetarians)\n3 kaffir lime leaves\n2 stems sweet basil (horapaa)\n1 cup coconut milk\n1 cup water\n(Again, chicken can be replaced tofu)",http://www.101cookbooks.com/archives/000130.html,http://www.101cookbooks.com/mt-static/images/food/.jpg,,,12/1/2004,,101 Cookbooks: Green Curry with Tofu Recipe
Full Moon Brownie Recipe,"7 ounces Black Pearl bar (about 2 bars) or Black Pearl chips (1 3/4 bags)\n1 stick unsalted butter {4 oz.}\n3 tablespoons cocoa powder\n3 large eggs\n1 1/4 cup sugar\n1 tablespoon vanilla extract\n1 teaspoon salt\n1 tablespoon fresh ginger, peeled and minced\n3/4 cup mini marshmallows\n1 cup all purpose flour",http://www.101cookbooks.com/archives/000137.html,http://www.101cookbooks.com/mt-static/images/food/moonbrownies.jpg,,,1/17/2005,,101 Cookbooks: Full Moon Brownies Recipe
Wild Mushroom Salad Recips,"150 g (5 oz) assorted wild mushrooms\n2 tablespoons stock\npinch of salt\npinch of white sugar - optional\n3 tablespoons lime juice (you might use less)\n2 tablespoons fish sauce (for veg: substitute a splash of soy sauce)\nlarge pinch of roasted chili powder\n4 shallots, sliced\nhandful of mixed mint and coriander leaves\n2 tablespoons shredded pak chii farang (long-leaf coriander)\n1 tablespoon chopped spring (green) onion\n1 tablespoon ground roasted rice\n-a few sprigs of Thai basil\n-sliced cabbage and cucumber",http://www.101cookbooks.com/archives/000140.html,http://www.101cookbooks.com/mt-static/images/food/thaiwildmush.jpg,,,2/1/2005,,101 Cookbooks: Wild Mushroom Salad Recipe
Canneles de Bordeaux,"2 cups whole milk\n9 ounces sugar\n1 vanilla pod, split\n2 ounces butter\n6 ounces flour\n2 egg yolks\n3 teaspoon dark rum\nButter for the molds",http://www.101cookbooks.com/archives/000149.html,http://www.101cookbooks.com/mt-static/images/food/canneles.jpg,,Makes 12 canneles.,3/8/2005,,101 Cookbooks: Canneles de Bordeaux Recipe
Goat Cheese and Chive Tea Sandwiches,"8 ounces fresh goat cheese\n24 very thin slices of white sandwich bread, crusts removed\n1 medium bunch watercress leaves, enough to make about 2 lightly packed cups\n2 bunches of fresh chives, finely snipped to make 1/2 cup\n2 tablespoons homemade or prepared mayonnaise\n1 1/2 pounds of thick-sliced hickory-smoked peppered bacon (heidi: I used Smart Bacon - vegetarian option)\n24 (4 ounces) sun-dried tomatoes\n1 cup homemade or prepared mayonnaise\nKosher salt and freshly ground pepper\n24 1/4-inch-thick slices of rye bread\n6 ounces lamb's lettuce (mache) or other baby lettuce leaves, enough to make about 2 loosely packed cups",http://www.101cookbooks.com/archives/000154.html,http://www.101cookbooks.com/mt-static/images/food/teasands.jpg,,,3/29/2005,,101 Cookbooks: Goat Cheese and Chive Tea Sandwiches Recipe
Spiced Caramel Corn,"4 ounces whole macadamia nuts (about 1 cup), optional \n1/2 teaspoon vegetable oil\n1/3 cup unpopped popcorn\n1/4 cup water\n2 cups sugar\n2 tablespoons light corn syrup\n1 vanilla bean, split lengthwise and scraped\n3/4 teaspoon ground cinnamon\n1 1/2 teaspoons freshly grated nutmeg\n1/8 teaspoon ground cloves\n1/4 teaspoon ground cardamom\n1 1/2 teaspoons coarse salt",http://www.101cookbooks.com/archives/000169.html,http://www.101cookbooks.com/mt-static/images/food/caramelcorn.jpg,,,5/24/2005,,101 Cookbooks: From the Archives: Spiced Caramel Corn Recipe
Fresh Apple Salsa,"2 tart apples, locally grown if possible\n4 tablespoons lime juice\n1 fresh jalapeno chile\n1 fresh Anaheim chile\n1/2 medium onion, finely chopped\nHandful of cilantro, roughly chopped\n1/2 cup (2 ounces) walnuts, coarsely chopped and lightly toasted\n2 tablespoons peeled and finely slivered fresh ginger\n1/4 teaspoon salt",http://www.101cookbooks.com/archives/000170.html,http://www.101cookbooks.com/mt-static/images/food/applesalsa.jpg,,Serves 4 to 6.,5/28/2005,,101 Cookbooks: From the Archives: Fresh Apple Salsa Recipe
Broccoli Pesto &amp; Fusilli Pasta Recipe,"1 medium head of broccoli (about 3 cups), cut into very small florets\n1/2 cup walnuts, toasted\n1/3 cup Parmesan, freshly grated\n1 clove of garlic\njuice of 1/2 a lemon\n1/4 teaspoon + fine grain sea salt\n1/3 cup extra-virgin olive oil\n1/2 pound (8 ounces) dried whole wheat pasta (bite-sized - fusilli, penne, etc)\n3 handfuls of spinach or chard, well chopped\nhandful of oily black olives, pitted\nmore Parmesan for serving",http://www.101cookbooks.com/archives/broccoli-pesto-fusilli-pasta-recipe.html,http://www.101cookbooks.com/mt-static/images/food/fusilli_pasta_recipe.jpg,,Makes about 6 side servings.,5/29/2008,,"A simple pasta bowl made by tossing a whole wheat fusilli pasta, shredded spinach, and with a delicious walnut &amp; broccoli pesto sauce."
Summer Vegetable Cianfotta Recipe,"1 globe eggplant, trimmed and diced (about 4 cups)\n4 summer zucchini or squashes, trimmed and diced (about 4 cups)\nKosher salt\n1 fennel bulb\n2 cups extra virgin olive oil\n5 cloves garlic, smashed with the side of a knife\n4 sprigs (fresh) marjoram\n1 bay leaf\n3 Yukon Gold potatoes, cubed (about 2 cups)\n2 cups water\n1 cup fiorelli or thinly sliced squash blossoms\n1 cup cherry tomatoes, stemmed and halved\nBlock of aged pecorino for shaving",http://www.101cookbooks.com/archives/summer-vegetable-cianfotta-recipe.html,http://www.101cookbooks.com/mt-static/images/food/a16_cookbook.jpg,,"Serves 8 as a first course, or 4 to 6 as a main course.",9/7/2008,,"A vibrant, colorful Campagnian summer stew from the new A16: Food + Wine cookbook. It features zucchini, eggplant, cherry tomatoes, fennel, and other ingredients braised in olive oil."
Roasted Tomato Soup Recipe,"5 tomatoes, cored (if necessary) and quartered\n1 large red bell pepper, seeded and quartered\n3 medium yellow onions, peeled, quartered\nextra-virgin olive oil\n5 plump cloves of garlic, unpeeled\nfine-grain sea salt\n2 - 3 cups light vegetable stock or water\n1/4 teaspoon smoked paprika ",http://www.101cookbooks.com/archives/roasted-tomato-soup-recipe.html,http://www.101cookbooks.com/mt-static/images/food/tomato_soup_recipe.jpg,,Serves 4.,9/25/2008,,"A roasted tomato soup recipe I featured in my last cookbook. Roast tomatoes, onions, garlic, and a red pepper then puree and season with a touch of smoky paprika. Couldn't be simpler or more flavorful."
Maple Syrup Scones Recipe,"1/4 cup real, good quality maple syrup\n6 tablespoons milk or cream\n2 1/4 cups whole wheat pastry flour\n1/2 cup quinoa flakes (or rolled oats)\n1 1/2 tablespoons baking powder\n1/2 teaspoon fine grain sea salt\n11 tablespoons unsalted butter, cold, cut into cubes\n1 egg, lightly beaten\nlarge-grain sugar (for example: turbinado)",http://www.101cookbooks.com/archives/maple-syrup-scones-recipe.html,http://www.101cookbooks.com/mt-static/images/food/maplesyrup_scone_recipe.jpg,,Makes 9 scones. ,3/15/2009,,"Maple syrup scones sweetened with a hint of maple syrup. Big flakes of sugar meld into a sweet, crackly top crust, and the whole wheat pastry flour makes them beautifully tender."
Pierce Street Vegetarian Chili Recipe,"2 tablespoons olive oil\n1 large yellow onion, chopped\n2 shallots, chopped\n8 small/med garlic cloves, finely chopped\n1 tablespoon ginger, peeled and grated\n3 tablespoons chili powder\n1 teaspoon ground cumin\n1 serrano pepper, seeded and finely chopped\n1 chipotle pepper (from can or rehydrate), minced\n1 28-ounce can of crushed tomatoes\n10  cups vegetable broth\n1 1/2 cups cooked chickpeas (canned is fine)\n2 1/4 cups black, brown, or green lentils (or combo), rinsed and picked over\n2/3 cup pearled barley or pearled farro\n2/3 cup bulgur wheat\n1 teaspoon fine grain sea salt (or to taste)\ntoppings (opt): a bit of chopped serranos, a bit of feta or dollop of thinned out salted yogurt, a drizzle of equal parts chopped fresh oregano and olive oil, chopped onion",http://www.101cookbooks.com/archives/pierce-street-vegetarian-chili-recipe.html,http://www.101cookbooks.com/mt-static/images/food/vegetarian_chili_recipe.jpg,,,5/13/2009,,"The best pot of chili I've made in years. A vegetarian chili recipe Inspired by a bunch of those little bags of remnant grains and pulses that collect in my cupboards - bulgur, farro, and lentils, join chile peppers, crushed tomatoes, some chickpeas, and a secret ingredient."
Buttermilk Summer Squash Soup Recipe,"a generous splash of olive oil or (3T.) knob of butter\n3 large shallots, chopped\na couple pinches of fine-grain sea salt\npinch of crushed red pepper flakes\n3-inch sprig of rosemary\n1 1/2 pounds yellow or green summer squash, cut into 1/2-inch thick slices/chunks\n3/4 pound potatoes, un-peeled, cut into 1/4-inch thick pieces\n3 medium cloves garlic, chopped\n3 cups lightly flavored vegetable stock or water\n2/3 cup buttermilk\ngarnish with: fresh herbs, toasted almonds, a generous drizzle of olive oil/ melted butter, and/or some crumbled feta",http://www.101cookbooks.com/archives/buttermilk-summer-squash-soup-recipe.html,http://www.101cookbooks.com/mt-static/images/food/buttermilk_squash_soup.jpg,,Serves  6 - 8.,6/15/2009,,"A pureed summer squash soup with a buttermilk twist. I used a hint of red pepper, a bit of rosemary for depth, some potato for body, garlic, shallots - and aside from the buttermilk, nothing too far beyond the usual suspects."
Sesame Almond Brown Rice Balls,"2 cups / 14 oz / 400 g brown sushi rice (stubby, short grains)\n3 cups / 710 ml water\n1/2 teaspoon fine grain sea salt\n1/4 cup / 1.5 oz / 45 g sesame seeds (white/black mix)\n3 tablespoons toasted almond slices/slivers, chopped\n1/4 cup / 4 tablespoons minced green onions\nOptional: things to tuck in the middle: avocado cubes (toss in lemon juice first), tofu, etc.",http://www.101cookbooks.com/archives/sesame-almond-brown-rice-balls-recipe.html,http://www.101cookbooks.com/mt-static/images/food/brown_rice_balls.jpg,PT60M,Makes about 2 dozen small rice balls.,3/21/2012,PT20M,"Perfectly portable sesame almond brown rice balls. I packed these for a road trip from SF to Portland last week. They're flecked with green onion, and you can tuck edible surprises (i.e. avocado) in the centers if you like."
Wild Fried Rice Recipe,"1 scant tablespoon toasted sesame oil\n1 scant tablespoon olive oil\n3 - 4 good quality eggs, well beaten with a big pinch of salt\n1 small red onion, finely chopped\n1 1/2 cups cooked wild rice\n6 ounces extra-firm nigari tofu, cut into 1/2-inch cubes, raw or browned in a skillet ahead of time\n2 big handfuls of pea sprouts, chopped green beans or peas\n1+ tablespoon tamari or soy sauce",http://www.101cookbooks.com/archives/wild-fried-rice-recipe.html,http://www.101cookbooks.com/mt-static/images/food/wild_fried_rice_recipe.jpg,,Serves 2-3 as a main.,2/25/2009,,"Fried rice made with wild rice, a thin omelette cut into strips, a splash of soy sauce, tofu, and whatever seasonal greens you have on hand - peas, asparagus, pea shoots, spinach."
Apple Butter with Carolina B.,"4 pounds of apples, peeled and cut into bite sized chunks (we used a mix of empire, gala, and Fuji apples - but any type of flavorful apple will do)\nRoughly 1/2 gallon of apple cider\n2 cups of sugar (use roughly 1/2 cup per pound of fruit)\n1 1/2 t. cinnamon\n1/2 t. cloves\nJuice of one lemon",http://www.101cookbooks.com/archives/000125.html,http://www.101cookbooks.com/mt-static/images/food/applebutter1.jpg,,,11/3/2004,,101 Cookbooks: Apple Butter with Carolina B. Recipe
Sweet Pistachio Butter,"1 cup pistachios, shelled, blanched and skinned (instructions below)\n1 cup almonds, blanched and skinned \nroughly 3/4 cup granulated sugar (next time I will prob. sweeten with a mild honey or light agave nectar)\n1/2 cup or so hot water\ncouple pinches of salt",http://www.101cookbooks.com/archives/000750.html,http://www.101cookbooks.com/mt-static/images/food/pistachiobutter.jpg,,,11/10/2005,,"My fingers are a little raw from shelling pistachios for what felt like two hours at the crack of dawn this morning. Note to self, recipes that require shelling, blanching, and skinning usually take a long time..."
Herb Salad Recipe,"2 ears sweet corn, husked\n1 big handful lettuce, torn into bite-sized pieces\n3 big handfuls green beans or haricots vert, blanched for 20 seconds in boiling salted water, cooled completely under cold water\n1/2 red onion, thinly sliced\n1 bunch of chives, finely chopped\n1 handful cilantro, loosely chopped\n1 small handful of small/medium basil leaves\n1 handful of pepitas, toasted\nfine-grain sea salt\n1 clove garlic, peeled\n1/3 cup Greek yogurt\n1 tablespoon lemon juice\n1 medium avocado",http://www.101cookbooks.com/archives/herb-salad-recipe.html,http://www.101cookbooks.com/mt-static/images/food/herb_salad_recipe.jpg,,Serves about 6-8. ,7/27/2008,,"A lovely herb salad recipe made from lots of summertime herbs, green beans, and corn."
Grilled Potato Salad Recipe,"10 medium-sized new potatoes, unpeeled and quartered\n3-4 small yellow summer pattypan squash, cut in half\n1 bunch of green onions or spring onions\na big splash of olive oil\n2 lemons, cut in half\n1/4 cup rice vinegar\n1/4 cup olive oil\nclove of garlic, mashed and chopped\na couple drops of toasted sesame oil\nsalt \n1/2 a head of lettuce, washed and cut into bite-sized pieces",http://www.101cookbooks.com/archives/grilled-potato-salad-recipe.html,http://www.101cookbooks.com/mt-static/images/food/potato_salad_recipe.jpg,,Serves 6 (or so) as a side.,6/29/2008,,This potato salad recipe is what happens when potato salad meets the grill. Grilled potato wedges are tossed with a vinaigrette finished with barely a hint of toasted sesame oil.
Grilled Fava Beans,"1 pound of fresh fava beans, still in their pods\na couple glugs of olive oil\na few pinches of salt\noptional: crushed red pepper flakes, lemon zest, and or chopped fresh herbs.",http://www.101cookbooks.com/archives/grilled-fava-beans-recipe.html,http://www.101cookbooks.com/mt-static/images/food/grilled_fava_beans.jpg,,Serves 2 - 4,5/10/2009,,"If you haven't tried grilled fava beans, you must! You can make them on the grill or in a grill pan. Toss them out onto a newspaper where people can dive in and make a bit of a mess with the pods and skins."
Butterscotch Calypso Bean Soup,"Paprika oil:\n1/2 cup extra virgin olive oil\n1 large clove of garlic, crushed\n1 Tablespoon bittersweet paprika\n1 teaspoon sweet smoked paprika\nCumin oil:\nToast 1 T. cumin seeds in a dry skillet until fragrant, a couple minutes over medium heat. Crush the toasted cumin with a mortar and pestle - or a spice grinder, knife or whatever you've got. Back to the skillet: add 1/4 cup extra-virgin olive oil to the skillet, let it heat up and add the crushed cumin seeds along with a few pinches of salt. Remove from heat and let sit for 10 or 15 minutes. \nCumin croutons:\nPreheat the oven to 400 degrees. Cut a small loaf of rye bread into crouton-sized cubes. In a medium bowl toss a couple handfuls of the rye cubes with the cumin oil until they are nicely coated. Place on a baking sheet in the oven for 15 minutes or so - until the croutons are crisp and starting to brown.",http://www.101cookbooks.com/archives/000163.html,http://www.101cookbooks.com/mt-static/images/food/souppaprika.jpg,,Makes 4-6 servings.,5/3/2005,,A soup inspired by a visit to Delfina restaurant.
